Product Title,SEO Title (<=60),Meta Description (<=160),Short Description,Long Description,Keywords,Category (Suggested),Target Gender,Brand,Image Folder,Main Image File,Price,Main Image Source
"Oral-B Gum & Enamel Repair Extra Fresh Toothpaste, 75 ml","Oral-B Gum & Enamel Repair Extra Fresh Toothpaste, 75 ml","Shop Oral-B Gum & Enamel Repair Extra Fresh Toothpaste, 75 ml by Oral-B, a standout in health & personal care on Amazon. Great choice for FBA sellers seeking…","Oral-B Oral-B Gum & Enamel Repair Extra Fresh Toothpaste, 75 ml | Health & Personal Care essential | Priced at £11.99","Experience Oral-B Gum & Enamel Repair Extra Fresh Toothpaste, 75 ml from Oral-B—a trusted health & personal care favourite. Customers rate it 4.5 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B07HVD2GDS","oral, gum, enamel, repair, extra, fresh, toothpaste, health, personal, care",Health & Personal Care,Unisex,Oral-B,images/oral-b-gum-enamel-repair-extra-fresh,1.webp,£11.99,https://m.media-amazon.com/images/I/71x2xhc5JhL.jpg
Mario Badescu Skin Care Acne facial cleanser 177ml,Mario Badescu Skin Care Acne facial cleanser 177ml,"Shop Mario Badescu Skin Care Acne facial cleanser 177ml by Mario Badescu, a standout in beauty on Amazon. Great choice for FBA sellers seeking steady demand.",Mario Badescu Mario Badescu Skin Care Acne facial cleanser 177ml | Beauty essential | Priced at £15.47,Experience Mario Badescu Skin Care Acne facial cleanser 177ml from Mario Badescu—a trusted beauty favourite. Customers rate it 4.7 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B07JMRWMBH,"mario, badescu, skin, care, acne, facial, cleanser, 177ml, beauty",Beauty,Unisex,Mario Badescu,images/mario-badescu-skin-care-acne-facial,1.webp,£15.47,https://m.media-amazon.com/images/I/41xq3o3b8SL.jpg
Beauty Formulas Cold Wax Strips 40's,Beauty Formulas Cold Wax Strips 40's,"Shop Beauty Formulas Cold Wax Strips 40's by Beauty Formulas, a standout in health & personal care on Amazon. Great choice for FBA sellers seeking steady…",Beauty Formulas Beauty Formulas Cold Wax Strips 40's | Health & Personal Care essential | Priced at £4.50,Experience Beauty Formulas Cold Wax Strips 40's from Beauty Formulas—a trusted health & personal care favourite. Customers rate it 4 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B07MWGCTH1,"beauty, formulas, cold, wax, strips, 40's, health, personal, care",Health & Personal Care,Unisex,Beauty Formulas,images/beauty-formulas-cold-wax-strips-40s,1.webp,£4.50,https://m.media-amazon.com/images/I/81w-WEEl2UL.jpg
"PROVOKE Touch Of Silver Purple Intensive Conditioner 500 ml, Keratin Enriched, Deeply Nourishes Blonde, Platinum, White or Grey Hair In Need of a Hydration Boost",PROVOKE Touch Of Silver Purple Intensive Conditioner 500…,"Shop PROVOKE Touch Of Silver Purple Intensive Conditioner 500 ml, Keratin Enriched, Deeply Nourishes Blonde, Platinum, White or Grey Hair In Need of a…","PROVOKE PROVOKE Touch Of Silver Purple Intensive Conditioner 500 ml, Keratin Enriched, Deeply Nourishes Blonde, Platinum, White or Grey Hair In Need of a Hydration Boost | Beauty essential | Priced at £7.49","Experience PROVOKE Touch Of Silver Purple Intensive Conditioner 500 ml, Keratin Enriched, Deeply Nourishes Blonde, Platinum, White or Grey Hair In Need of a Hydration Boost from PROVOKE—a trusted beauty favourite. Customers rate it 4.6 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B07NCX9825","provoke, touch, silver, purple, intensive, conditioner, 500, keratin, enriched, deeply, nourishes, blonde, platinum, white, grey",Beauty,Unisex,PROVOKE,images/provoke-touch-of-silver-purple-intensive,1.webp,£7.49,https://m.media-amazon.com/images/I/71MCbQ1dzbL.jpg
"Yankee Candle Large Jar Scented Candle, Moonlit Blossoms 1611579E","Yankee Candle Large Jar Scented Candle, Moonlit Blossoms…","Shop Yankee Candle Large Jar Scented Candle, Moonlit Blossoms 1611579E by Yankee Candle, a standout in home & kitchen on Amazon. Great choice for FBA sellers…","Yankee Candle Yankee Candle Large Jar Scented Candle, Moonlit Blossoms 1611579E | Home & Kitchen essential | Priced at £25.04","Experience Yankee Candle Large Jar Scented Candle, Moonlit Blossoms 1611579E from Yankee Candle—a trusted home & kitchen favourite. Customers rate it 4 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B07NDXKK7V","yankee, candle, large, jar, scented, moonlit, blossoms, 1611579e, home, kitchen",Home & Kitchen,Unisex,Yankee Candle,images/yankee-candle-large-jar-scented-candle,1.webp,£25.04,https://m.media-amazon.com/images/I/81W1ZiVmhxL.jpg
"Oral-B 610519 Vitality 100 Sensi Ultrathin Rechargeable Electric Toothbrush, 1 Count",Oral-B 610519 Vitality 100 Sensi Ultrathin Rechargeable…,"Shop Oral-B 610519 Vitality 100 Sensi Ultrathin Rechargeable Electric Toothbrush, 1 Count by Oral-B, a standout in health & personal care on Amazon. Great…","Oral-B Oral-B 610519 Vitality 100 Sensi Ultrathin Rechargeable Electric Toothbrush, 1 Count | Health & Personal Care essential | Priced at £27.00","Experience Oral-B 610519 Vitality 100 Sensi Ultrathin Rechargeable Electric Toothbrush, 1 Count from Oral-B—a trusted health & personal care favourite. Customers rate it 4.3 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B07NQ6D6TP","oral, 610519, vitality, 100, sensi, ultrathin, rechargeable, electric, toothbrush, count, health, personal, care",Health & Personal Care,Unisex,Oral-B,images/oral-b-610519-vitality-100-sensi-ultrathin,1.webp,£27.00,https://m.media-amazon.com/images/I/81mV+2rhkVL.jpg
Colgate - Colgate Max White Luminious Pump Toothpaste - 100g,Colgate - Colgate Max White Luminious Pump Toothpaste - 100g,"Shop Colgate - Colgate Max White Luminious Pump Toothpaste - 100g by Colgate, a standout in health & personal care on Amazon. Great choice for FBA sellers…",Colgate Colgate - Colgate Max White Luminious Pump Toothpaste - 100g | Health & Personal Care essential | Priced at £6.32,Experience Colgate - Colgate Max White Luminious Pump Toothpaste - 100g from Colgate—a trusted health & personal care favourite. Customers rate it 4.5 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B07NQLCKF4,"colgate, max, white, luminious, pump, toothpaste, 100g, health, personal, care",Health & Personal Care,Unisex,Colgate,images/colgate-colgate-max-white-luminious,1.webp,£6.32,https://m.media-amazon.com/images/I/51BRMgC-i0L.jpg
"Bloo Colour Active Toilet Rim Block Fresh Flowers with Anti-Limescale, Cleaning Foam, Dirt Protection and Extra Freshness with Bloo Odour-Stop Technology, Pack of 3 Rimblocks",Bloo Colour Active Toilet Rim Block Fresh Flowers with…,"Shop Bloo Colour Active Toilet Rim Block Fresh Flowers with Anti-Limescale, Cleaning Foam, Dirt Protection and Extra Freshness with Bloo Odour-Stop Technology…","Bloo Bloo Colour Active Toilet Rim Block Fresh Flowers with Anti-Limescale, Cleaning Foam, Dirt Protection and Extra Freshness with Bloo Odour-Stop Technology, Pack of 3 Rimblocks | Grocery essential | Priced at £8.25","Experience Bloo Colour Active Toilet Rim Block Fresh Flowers with Anti-Limescale, Cleaning Foam, Dirt Protection and Extra Freshness with Bloo Odour-Stop Technology, Pack of 3 Rimblocks from Bloo—a trusted grocery favourite. Customers rate it 4.5 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B07PJKFZ23","bloo, colour, active, toilet, rim, block, fresh, flowers, anti, limescale, cleaning, foam, dirt, protection, extra",Grocery,Unisex,Bloo,images/bloo-colour-active-toilet-rim-block,1.webp,£8.25,https://m.media-amazon.com/images/I/81Bty42nGLL.jpg
"Dettol Multi Purpose Antibacterial Surface Cleanser, Bleach and Odor Free,16.9 Ounces (Pack of 3)","Dettol Multi Purpose Antibacterial Surface Cleanser, Bleach…","Shop Dettol Multi Purpose Antibacterial Surface Cleanser, Bleach and Odor Free,16.9 Ounces (Pack of 3) by Dettol, a standout in grocery on Amazon. Great choice…","Dettol Dettol Multi Purpose Antibacterial Surface Cleanser, Bleach and Odor Free,16.9 Ounces (Pack of 3) | Grocery essential | Priced at £8.15","Experience Dettol Multi Purpose Antibacterial Surface Cleanser, Bleach and Odor Free,16.9 Ounces (Pack of 3) from Dettol—a trusted grocery favourite. Customers rate it 4.7 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B07PV1QVFL","dettol, multi, purpose, antibacterial, surface, cleanser, bleach, odor, free, ounces, grocery",Grocery,Unisex,Dettol,images/dettol-multi-purpose-antibacterial-surface-clean,1.webp,£8.15,https://m.media-amazon.com/images/I/41ZSlD6i3hL.jpg
"Bondi Sands Dark Self-Tanning Foam | Lightweight, Buildable Formula Gives a Deep Bronzed Glow for a Flawless Finish, Enriched with Aloe Vera, Vegan + Cruelty Free, Coconut Scent | 100 mL/3.3 Oz","Bondi Sands Dark Self-Tanning Foam | Lightweight, Buildable…","Shop Bondi Sands Dark Self-Tanning Foam | Lightweight, Buildable Formula Gives a Deep Bronzed Glow for a Flawless Finish, Enriched with Aloe Vera, Vegan +…","Bondi Sands Bondi Sands Dark Self-Tanning Foam | Lightweight, Buildable Formula Gives a Deep Bronzed Glow for a Flawless Finish, Enriched with Aloe Vera, Vegan + Cruelty Free, Coconut Scent | 100 mL/3.3 Oz | Beauty essential | Priced at £7.68","Experience Bondi Sands Dark Self-Tanning Foam | Lightweight, Buildable Formula Gives a Deep Bronzed Glow for a Flawless Finish, Enriched with Aloe Vera, Vegan + Cruelty Free, Coconut Scent | 100 mL/3.3 Oz from Bondi Sands—a trusted beauty favourite. Customers rate it 4.5 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B07QPKBDQL","bondi, sands, dark, self, tanning, foam, lightweight, buildable, formula, gives, deep, bronzed, glow, flawless, finish",Beauty,Unisex,Bondi Sands,images/bondi-sands-dark-self-tanning-foam-lightweight,1.webp,£7.68,https://m.media-amazon.com/images/I/61dWcjQBXCS.jpg
New Masterplast XL Oriental Balm Warming & Massaging Muscle Rub Soothing Sensation (2),New Masterplast XL Oriental Balm Warming & Massaging Muscle…,"Shop New Masterplast XL Oriental Balm Warming & Massaging Muscle Rub Soothing Sensation (2) by Masterplast, a standout in health & personal care on Amazon…",Masterplast New Masterplast XL Oriental Balm Warming & Massaging Muscle Rub Soothing Sensation (2) | Health & Personal Care essential | Priced at £7.70,Experience New Masterplast XL Oriental Balm Warming & Massaging Muscle Rub Soothing Sensation (2) from Masterplast—a trusted health & personal care favourite. Customers rate it 4.3 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B07SR5JX9F,"masterplast, new, oriental, balm, warming, massaging, muscle, rub, soothing, sensation, health, personal, care",Health & Personal Care,Unisex,Masterplast,images/new-masterplast-xl-oriental-balm-warming,1.webp,£7.70,https://m.media-amazon.com/images/I/71VaXjm+CGL.jpg
"airpure FANTA ORANGE CAN Car Freshener, Freshens Vehicle Interior Air, Fresheners For Men and Women, Fresh Scent, CC-PC-F-870","airpure FANTA ORANGE CAN Car Freshener, Freshens Vehicle…","Shop airpure FANTA ORANGE CAN Car Freshener, Freshens Vehicle Interior Air, Fresheners For Men and Women, Fresh Scent, CC-PC-F-870 by airpure, a standout in…","airpure airpure FANTA ORANGE CAN Car Freshener, Freshens Vehicle Interior Air, Fresheners For Men and Women, Fresh Scent, CC-PC-F-870 | Automotive essential | Priced at £3.96","Experience airpure FANTA ORANGE CAN Car Freshener, Freshens Vehicle Interior Air, Fresheners For Men and Women, Fresh Scent, CC-PC-F-870 from airpure—a trusted automotive favourite. Customers rate it 4.3 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B07TKBC3SH","airpure, fanta, orange, can, car, freshener, freshens, vehicle, interior, air, fresheners, men, women, fresh, scent",Automotive,Women,airpure,images/airpure-fanta-orange-can-car-freshener,1.webp,£3.96,https://m.media-amazon.com/images/I/71yHUuYtiTL.jpg
"Rimmel Lasting Matte Full Coverage Light-weight Foundation 30ml, 601 Soft Chocolate",Rimmel Lasting Matte Full Coverage Light-weight Foundation…,"Shop Rimmel Lasting Matte Full Coverage Light-weight Foundation 30ml, 601 Soft Chocolate by Rimmel, a standout in beauty on Amazon. Great choice for FBA…","Rimmel Rimmel Lasting Matte Full Coverage Light-weight Foundation 30ml, 601 Soft Chocolate | Beauty essential | Priced at £7.95","Experience Rimmel Lasting Matte Full Coverage Light-weight Foundation 30ml, 601 Soft Chocolate from Rimmel—a trusted beauty favourite. Customers rate it 4.3 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B07VC7DNMQ","rimmel, lasting, matte, full, coverage, light, weight, foundation, 30ml, 601, soft, chocolate, beauty",Beauty,Unisex,Rimmel,images/rimmel-lasting-matte-full-coverage-light-weight,1.webp,£7.95,https://m.media-amazon.com/images/I/81dA1dULCEL.jpg
"Oral-B Cavity Protection Mint Toothpaste, 100 ml","Oral-B Cavity Protection Mint Toothpaste, 100 ml","Shop Oral-B Cavity Protection Mint Toothpaste, 100 ml by Oral-B, a standout in health & personal care on Amazon. Great choice for FBA sellers seeking steady…","Oral-B Oral-B Cavity Protection Mint Toothpaste, 100 ml | Health & Personal Care essential | Priced at £3.35","Experience Oral-B Cavity Protection Mint Toothpaste, 100 ml from Oral-B—a trusted health & personal care favourite. Customers rate it 4.4 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B07W46DHBV","oral, cavity, protection, mint, toothpaste, 100, health, personal, care",Health & Personal Care,Unisex,Oral-B,images/oral-b-cavity-protection-mint-toothpaste-100,1.webp,£3.35,https://m.media-amazon.com/images/I/61oeQt26HkL.jpg
"CeraVe SA Smoothing Cleanser with Salicylic Acid for Dry, Rough & Bumpy Skin 236ml",CeraVe SA Smoothing Cleanser with Salicylic Acid for Dry…,"Shop CeraVe SA Smoothing Cleanser with Salicylic Acid for Dry, Rough & Bumpy Skin 236ml by CeraVe, a standout in beauty on Amazon. Great choice for FBA sellers…","CeraVe CeraVe SA Smoothing Cleanser with Salicylic Acid for Dry, Rough & Bumpy Skin 236ml | Beauty essential | Priced at £16.55","Experience CeraVe SA Smoothing Cleanser with Salicylic Acid for Dry, Rough & Bumpy Skin 236ml from CeraVe—a trusted beauty favourite. Customers rate it 4.6 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B07W8H2X23","cerave, smoothing, cleanser, salicylic, acid, dry, rough, bumpy, skin, 236ml, beauty",Beauty,Unisex,CeraVe,images/cerave-sa-smoothing-cleanser-with-salicylic,1.webp,£16.55,https://m.media-amazon.com/images/I/71kjVUyBimL.jpg
"PROVOKE Highlight Boost Shampoo 200 ml Protects and Prolongs All Shades Of Highlights and Balayage Brightens Faded Highlights Enhance Shine for Coloured, Highlights and Natural Blonde Hair",PROVOKE Highlight Boost Shampoo 200 ml Protects and…,Shop PROVOKE Highlight Boost Shampoo 200 ml Protects and Prolongs All Shades Of Highlights and Balayage Brightens Faded Highlights Enhance Shine for Coloured…,"PROVOKE PROVOKE Highlight Boost Shampoo 200 ml Protects and Prolongs All Shades Of Highlights and Balayage Brightens Faded Highlights Enhance Shine for Coloured, Highlights and Natural Blonde Hair | Beauty essential | Priced at £4.44","Experience PROVOKE Highlight Boost Shampoo 200 ml Protects and Prolongs All Shades Of Highlights and Balayage Brightens Faded Highlights Enhance Shine for Coloured, Highlights and Natural Blonde Hair from PROVOKE—a trusted beauty favourite. Customers rate it 4.5 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B07XL2H3XH","provoke, highlight, boost, shampoo, 200, protects, prolongs, all, shades, highlights, balayage, brightens, faded, enhance, shine",Beauty,Unisex,PROVOKE,images/provoke-highlight-boost-shampoo-200-ml,1.webp,£4.44,https://m.media-amazon.com/images/I/61LgcDleJ1L.jpg
PhotoReady Candid Glow Moisture Foundation Caramel,PhotoReady Candid Glow Moisture Foundation Caramel,"Shop PhotoReady Candid Glow Moisture Foundation Caramel by Revlon, a standout in beauty on Amazon. Great choice for FBA sellers seeking steady demand.",Revlon PhotoReady Candid Glow Moisture Foundation Caramel | Beauty essential | Priced at £5.45,Experience PhotoReady Candid Glow Moisture Foundation Caramel from Revlon—a trusted beauty favourite. Customers rate it 4.1 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B07XTT2DBN,"revlon, photoready, candid, glow, moisture, foundation, caramel, beauty",Beauty,Unisex,Revlon,images/photoready-candid-glow-moisture-foundation-caram,1.webp,£5.45,https://m.media-amazon.com/images/I/71ux7FafZyS.jpg
"Yankee Candle, Sunny Daydream Scented Candle, Up to 30 Hours Burn Time, Garden Hideaway Collection, Wax, Small Jar Candle","Yankee Candle, Sunny Daydream Scented Candle, Up to 30…","Shop Yankee Candle, Sunny Daydream Scented Candle, Up to 30 Hours Burn Time, Garden Hideaway Collection, Wax, Small Jar Candle by Yankee Candle, a standout in…","Yankee Candle Yankee Candle, Sunny Daydream Scented Candle, Up to 30 Hours Burn Time, Garden Hideaway Collection, Wax, Small Jar Candle | Home & Kitchen essential | Priced at £16.18","Experience Yankee Candle, Sunny Daydream Scented Candle, Up to 30 Hours Burn Time, Garden Hideaway Collection, Wax, Small Jar Candle from Yankee Candle—a trusted home & kitchen favourite. Customers rate it 4.5 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B07XZH241F","yankee, candle, sunny, daydream, scented, hours, burn, time, garden, hideaway, collection, wax, small, jar, home",Home & Kitchen,Unisex,Yankee Candle,images/yankee-candle-sunny-daydream-scented-candle,1.webp,£16.18,https://m.media-amazon.com/images/I/61t775ZzpUL.jpg
Cillit Bang Bleach and Hygiene Spray Cleaner 750 ml,Cillit Bang Bleach and Hygiene Spray Cleaner 750 ml,"Shop Cillit Bang Bleach and Hygiene Spray Cleaner 750 ml by Cillit Bang, a standout in grocery on Amazon. Great choice for FBA sellers seeking steady demand.",Cillit Bang Cillit Bang Bleach and Hygiene Spray Cleaner 750 ml | Grocery essential | Priced at £3.65,Experience Cillit Bang Bleach and Hygiene Spray Cleaner 750 ml from Cillit Bang—a trusted grocery favourite. Customers rate it 4.7 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B07YSGSS76,"cillit, bang, bleach, hygiene, spray, cleaner, 750, grocery",Grocery,Unisex,Cillit Bang,images/cillit-bang-bleach-and-hygiene-spray,1.webp,£3.65,https://m.media-amazon.com/images/I/71TkqaPjaeL.jpg
"Fudge Professional Texture Spray, Volumizing, All-Day Hold, Natural Finish, 250 ml","Fudge Professional Texture Spray, Volumizing, All-Day Hold…","Shop Fudge Professional Texture Spray, Volumizing, All-Day Hold, Natural Finish, 250 ml by Fudge, a standout in beauty on Amazon. Great choice for FBA sellers…","Fudge Fudge Professional Texture Spray, Volumizing, All-Day Hold, Natural Finish, 250 ml | Beauty essential | Priced at £11.29","Experience Fudge Professional Texture Spray, Volumizing, All-Day Hold, Natural Finish, 250 ml from Fudge—a trusted beauty favourite. Customers rate it 4.5 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B081ZCR1B6","fudge, professional, texture, spray, volumizing, all, day, hold, natural, finish, 250, beauty",Beauty,Unisex,Fudge,images/fudge-professional-texture-spray-volumizing-all,1.webp,£11.29,https://m.media-amazon.com/images/I/41Kfyh52zqL.jpg
"Durex Thin Feel Ultra Thin, 12 Condoms, Regular Fit, Teat Ended, Smooth Shape, With Silicone Lube, Trusted Durex Protection, Natural Latex Condoms","Durex Thin Feel Ultra Thin, 12 Condoms, Regular Fit, Teat…","Shop Durex Thin Feel Ultra Thin, 12 Condoms, Regular Fit, Teat Ended, Smooth Shape, With Silicone Lube, Trusted Durex Protection, Natural Latex Condoms by…","Durex Durex Thin Feel Ultra Thin, 12 Condoms, Regular Fit, Teat Ended, Smooth Shape, With Silicone Lube, Trusted Durex Protection, Natural Latex Condoms | Health & Personal Care essential | Priced at £9.98","Experience Durex Thin Feel Ultra Thin, 12 Condoms, Regular Fit, Teat Ended, Smooth Shape, With Silicone Lube, Trusted Durex Protection, Natural Latex Condoms from Durex—a trusted health & personal care favourite. Customers rate it 4.5 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B08419NFQ4","durex, thin, feel, ultra, condoms, regular, fit, teat, ended, smooth, shape, silicone, lube, trusted, protection",Health & Personal Care,Unisex,Durex,images/durex-thin-feel-ultra-thin-12,1.webp,£9.98,https://m.media-amazon.com/images/I/81KdoLl5TVL.jpg
"Olay Cleanse Make-Up Melting Cleansing Milk Dry Skin, 200 ml","Olay Cleanse Make-Up Melting Cleansing Milk Dry Skin, 200 ml","Shop Olay Cleanse Make-Up Melting Cleansing Milk Dry Skin, 200 ml by Olay, a standout in beauty on Amazon. Great choice for FBA sellers seeking steady demand.","Olay Olay Cleanse Make-Up Melting Cleansing Milk Dry Skin, 200 ml | Beauty essential | Priced at £5.59","Experience Olay Cleanse Make-Up Melting Cleansing Milk Dry Skin, 200 ml from Olay—a trusted beauty favourite. Customers rate it 4.5 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B084CDWGHN","olay, cleanse, make, melting, cleansing, milk, dry, skin, 200, beauty",Beauty,Unisex,Olay,images/olay-cleanse-make-up-melting-cleansing-milk,1.webp,£5.59,https://m.media-amazon.com/images/I/51Xt09ZUayL.jpg
Fudge Matte Hed Extra Texturising Hair Styling 85g X 2 TUBES (Black Lid),Fudge Matte Hed Extra Texturising Hair Styling 85g X 2…,"Shop Fudge Matte Hed Extra Texturising Hair Styling 85g X 2 TUBES (Black Lid) by Fudge, a standout in beauty on Amazon. Great choice for FBA sellers seeking…",Fudge Fudge Matte Hed Extra Texturising Hair Styling 85g X 2 TUBES (Black Lid) | Beauty essential | Priced at £17.98,Experience Fudge Matte Hed Extra Texturising Hair Styling 85g X 2 TUBES (Black Lid) from Fudge—a trusted beauty favourite. Customers rate it 4.5 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B0854C3QPF,"fudge, matte, hed, extra, texturising, hair, styling, 85g, tubes, black, lid, beauty",Beauty,Unisex,Fudge,images/fudge-matte-hed-extra-texturising-hair,1.webp,£17.98,https://m.media-amazon.com/images/I/21doxadr0qL.jpg
"DOVE MEN + CARE Ultra Hydra Cream - Moisturising Effect for Face, Hands, Body - Suitable for All Skin Types, 75 ml",DOVE MEN + CARE Ultra Hydra Cream - Moisturising Effect for…,"Shop DOVE MEN + CARE Ultra Hydra Cream - Moisturising Effect for Face, Hands, Body - Suitable for All Skin Types, 75 ml by Dove, a standout in beauty on…","Dove DOVE MEN + CARE Ultra Hydra Cream - Moisturising Effect for Face, Hands, Body - Suitable for All Skin Types, 75 ml | Beauty essential | Priced at £3.24","Experience DOVE MEN + CARE Ultra Hydra Cream - Moisturising Effect for Face, Hands, Body - Suitable for All Skin Types, 75 ml from Dove—a trusted beauty favourite. Customers rate it 4.5 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B08678Y6RD","dove, men, care, ultra, hydra, cream, moisturising, effect, face, hands, body, suitable, all, skin, types",Beauty,Men,Dove,images/dove-men-care-ultra-hydra-cream,1.webp,£3.24,https://m.media-amazon.com/images/I/516dZfuYasL.jpg
nivea crème 400ml cocoa butter,nivea crème 400ml cocoa butter,"Shop nivea crème 400ml cocoa butter by nivea, a standout in beauty on Amazon. Great choice for FBA sellers seeking steady demand.",nivea nivea crème 400ml cocoa butter | Beauty essential | Priced at £7.51,Experience nivea crème 400ml cocoa butter from nivea—a trusted beauty favourite. Customers rate it 4.5 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B0876T5891,"nivea, 400ml, cocoa, butter, beauty",Beauty,Unisex,nivea,images/nivea-crème-400ml-cocoa-butter,1.webp,£7.51,https://m.media-amazon.com/images/I/61OgefPWggS.jpg
"Collection Cosmetics Lasting Perfection Matte Foundation, Full Coverage, 27ml, Café",Collection Cosmetics Lasting Perfection Matte Foundation…,"Shop Collection Cosmetics Lasting Perfection Matte Foundation, Full Coverage, 27ml, Café by Collection, a standout in beauty on Amazon. Great choice for FBA…","Collection Collection Cosmetics Lasting Perfection Matte Foundation, Full Coverage, 27ml, Café | Beauty essential | Priced at £4.77","Experience Collection Cosmetics Lasting Perfection Matte Foundation, Full Coverage, 27ml, Café from Collection—a trusted beauty favourite. Customers rate it 3.2 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B087VL77CB","collection, cosmetics, lasting, perfection, matte, foundation, full, coverage, 27ml, caf, beauty",Beauty,Unisex,Collection,images/collection-cosmetics-lasting-perfection-matte-fo,1.webp,£4.77,https://m.media-amazon.com/images/I/71QmL9vcSIL.jpg
Dove Coconut Oil and Almond Milk Hand Cream 75 ml – [Pack of 2],Dove Coconut Oil and Almond Milk Hand Cream 75 ml – [Pack…,"Shop Dove Coconut Oil and Almond Milk Hand Cream 75 ml – [Pack of 2] by Dove, a standout in beauty on Amazon. Great choice for FBA sellers seeking steady…",Dove Dove Coconut Oil and Almond Milk Hand Cream 75 ml – [Pack of 2] | Beauty essential | Priced at £5.72,Experience Dove Coconut Oil and Almond Milk Hand Cream 75 ml – [Pack of 2] from Dove—a trusted beauty favourite. Customers rate it 4.6 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B08817Y4G6,"dove, coconut, oil, almond, milk, hand, cream, beauty",Beauty,Unisex,Dove,images/dove-coconut-oil-and-almond-milk,1.webp,£5.72,https://m.media-amazon.com/images/I/61UDoJmVMnL.jpg
Elbow Grease Surface Kitchen Bathroom Scrub Wipes 72 (3 PACK),Elbow Grease Surface Kitchen Bathroom Scrub Wipes 72 (3…,"Shop Elbow Grease Surface Kitchen Bathroom Scrub Wipes 72 (3 PACK) by Elbow Grease, a standout in grocery on Amazon. Great choice for FBA sellers seeking…",Elbow Grease Elbow Grease Surface Kitchen Bathroom Scrub Wipes 72 (3 PACK) | Grocery essential | Priced at £10.50,Experience Elbow Grease Surface Kitchen Bathroom Scrub Wipes 72 (3 PACK) from Elbow Grease—a trusted grocery favourite. Customers rate it 4.4 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B0894ZSQ85,"elbow, grease, surface, kitchen, bathroom, scrub, wipes, grocery",Grocery,Unisex,Elbow Grease,images/elbow-grease-surface-kitchen-bathroom-scrub,1.webp,£10.50,https://m.media-amazon.com/images/I/712dpgFeyqL.jpg
Oral-B Sensitive Clean Heads for Electric Toothbrush (Pack of 3),Oral-B Sensitive Clean Heads for Electric Toothbrush (Pack…,"Shop Oral-B Sensitive Clean Heads for Electric Toothbrush (Pack of 3) by Oral-B, a standout in health & personal care on Amazon. Great choice for FBA sellers…",Oral-B Oral-B Sensitive Clean Heads for Electric Toothbrush (Pack of 3) | Health & Personal Care essential | Priced at £12.49,Experience Oral-B Sensitive Clean Heads for Electric Toothbrush (Pack of 3) from Oral-B—a trusted health & personal care favourite. Customers rate it 4.6 out of 5 for quality and results. Perfect for Amazon FBA listings with reliable performance data. ASIN: B089L1VYLQ,"oral, sensitive, clean, heads, electric, toothbrush, health, personal, care",Health & Personal Care,Unisex,Oral-B,images/oral-b-sensitive-clean-heads-for-electric,1.webp,£12.49,https://m.media-amazon.com/images/I/61X1MruGsMS.jpg
